Placa;Codigo_Verificacion;Fecha_Emision;A¤o_Proceso;Medio_de_Pago;Cuotas Permiso;Codigo_SII;Comuna_Propietario;Comuna_Permiso;Valor_Contado;Total_a_Pagar;A¤o_Fabricacion;TipoVehiculo;Marca;Modelo;Cilindrada;Equipamiento;Combustible;Transmision;Tonelaje;Comuna_Anterior;Fecha_Vencimiento;;;Placa;Codigo_Verificacion;Fecha_Emision;A¤o_Proceso;Medio_de_Pago;Cuotas Permiso;Codigo_SII;Comuna_Propietario;Comuna_Permiso;Valor_Contado;Total_a_Pagar;A¤o_Fabricacion;TipoVehiculo;Marca;Modelo;Cilindrada;Equipamiento;Combustible;Transmision;Tonelaje;Comuna_Anterior;Fecha_Vencimiento
CTYB-99;5;31-05-2021;2021;Pagado Internet;Total;SU121003511;RIO IBA¥EZ;RIO IBA¥EZ;30072;31160;2011;STATION WAGON;JEEP;CHEROKEE LIBERTY SPORT;3700;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;CTYB-99;5;31-05-2021;NULL;Pagado Internet;Total;SU121003511;RIO IBA¥EZ;RIO IBA¥EZ;30072;31160;2011;STATION WAGON;JEEP;CHEROKEE LIBERTY SPORT;3700;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
CTZZ-93;2;11-03-2021;2021;Pagado Internet;Total;SU229023611;COYHAIQUE;RIO IBA¥EZ;25489;25489;2011;STATION WAGON;SUZUKI;GRAND NOMADE GLX SPORT 4X4;2400;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;CTZZ-93;2;11-03-2021;NULL;Pagado Internet;Total;SU229023611;COYHAIQUE;RIO IBA¥EZ;25489;25489;2011;STATION WAGON;SUZUKI;GRAND NOMADE GLX SPORT 4X4;2400;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
CVHH-12;5;05-07-2021;2021;Pagado Internet;Total;CT166005311;RIO IBA¥EZ;RIO IBA¥EZ;28102;30145;2011;CAMIONETA;MITSUBISHI;L200;3200;Equi;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;CVHH-12;5;05-07-2021;NULL;Pagado Internet;Total;CT166005311;RIO IBA¥EZ;RIO IBA¥EZ;28102;30145;2011;CAMIONETA;MITSUBISHI;L200;3200;Equi;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
CVHJ-33;4;05-07-2021;2021;Pagado Internet;Total;CT166001800;COYHAIQUE;RIO IBA¥EZ;25489;27343;2000;CAMIONETA;MITSUBISHI;L200;2500;Norm;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;CVHJ-33;4;05-07-2021;NULL;Pagado Internet;Total;CT166001800;COYHAIQUE;RIO IBA¥EZ;25489;27343;2000;CAMIONETA;MITSUBISHI;L200;2500;Norm;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
CVHL-54;K;31-03-2021;2021;Pagado Internet;Total;SU229024711;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2011;AUTOMOVIL;SUZUKI;SX4 1.6 CROSSOVER VVT;1600;Equi;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;CVHL-54;K;31-03-2021;NULL;Pagado Internet;Total;SU229024711;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2011;AUTOMOVIL;SUZUKI;SX4 1.6 CROSSOVER VVT;1600;Equi;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
CWDY-94;0;01-04-2021;2021;Pagado Internet;Total;CO184005711;TEMUCO;RIO IBA¥EZ;29650;30155;2011;FURGON;PEUGEOT;PARTNER;1600;Norm;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;CWDY-94;0;01-04-2021;NULL;Pagado Internet;Total;CO184005711;TEMUCO;RIO IBA¥EZ;29650;30155;2011;FURGON;PEUGEOT;PARTNER;1600;Norm;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
CWFW-61;7;31-03-2021;2021;Pagado Internet;Total;CT050028911;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2011;CAMIONETA;CHEVROLET;D-MAX;3000;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;CWFW-61;7;31-03-2021;NULL;Pagado Internet;Total;CT050028911;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2011;CAMIONETA;CHEVROLET;D-MAX;3000;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
CWPW-87;9;30-03-2021;2021;Pagado Internet;Total;VN235004911;RIO IBA¥EZ;RIO IBA¥EZ;41286;41286;2011;STATION WAGON;TOYOTA;4RUNNER;4000;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;CWPW-87;9;30-03-2021;NULL;Pagado Internet;Total;VN235004911;RIO IBA¥EZ;RIO IBA¥EZ;41286;41286;2011;STATION WAGON;TOYOTA;4RUNNER;4000;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
CXBC-27;K;05-05-2021;2021;Pagado Internet;Total;CT166004711;RIO IBA¥EZ;RIO IBA¥EZ;26554;27514;2011;CAMIONETA;MITSUBISHI;L200;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;CXBC-27;K;05-05-2021;NULL;Pagado Internet;Total;CT166004711;RIO IBA¥EZ;RIO IBA¥EZ;26554;27514;2011;CAMIONETA;MITSUBISHI;L200;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
CXDC-84;K;31-03-2021;2021;Pagado Internet;Total;CT166004711;RIO IBA¥EZ;RIO IBA¥EZ;26554;26554;2011;CAMIONETA;MITSUBISHI;L200;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;CXDC-84;K;31-03-2021;NULL;Pagado Internet;Total;CT166004711;RIO IBA¥EZ;RIO IBA¥EZ;26554;26554;2011;CAMIONETA;MITSUBISHI;L200;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
CXDD-31;5;01-12-2021;2021;Pagado Internet;Total;HB235001201;RIO IBA¥EZ;RIO IBA¥EZ;25489;30406;2001;AUTOMOVIL;TOYOTA;YARIS SPORT XLI;1300;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;CXDD-31;5;01-12-2021;NULL;Pagado Internet;Total;HB235001201;RIO IBA¥EZ;RIO IBA¥EZ;25489;30406;2001;AUTOMOVIL;TOYOTA;YARIS SPORT XLI;1300;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
CXGB-45;3;05-04-2021;2021;Pagado Internet;Total;HB229010611;LAS CONDES;RIO IBA¥EZ;26460;26911;2011;AUTOMOVIL;SUZUKI;CELERIO 1.0 GLX LL AC;1000;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;CXGB-45;3;05-04-2021;NULL;Pagado Internet;Total;HB229010611;LAS CONDES;RIO IBA¥EZ;26460;26911;2011;AUTOMOVIL;SUZUKI;CELERIO 1.0 GLX LL AC;1000;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
CYCS-38;1;31-03-2021;2021;Pagado Internet;Total;HB050011611;VI¥A DEL MAR;RIO IBA¥EZ;25489;25489;2011;Hatchback;CHEVROLET;SPARK;1000;Full;Benc;Mec;0;QUILPUE;31-03-2022;;;CYCS-38;1;31-03-2021;NULL;Pagado Internet;Total;HB050011611;VI¥A DEL MAR;RIO IBA¥EZ;25489;25489;2011;Hatchback;CHEVROLET;SPARK;1000;Full;Benc;Mec;0;QUILPUE;31-03-2022
CYKX-10;K;31-03-2021;2021;Pagado Internet;Total;SD050024811;¥U¥OA;RIO IBA¥EZ;51420;51420;2011;Sedan;CHEVROLET;CRUZE;1800;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;CYKX-10;K;31-03-2021;NULL;Pagado Internet;Total;SD050024811;¥U¥OA;RIO IBA¥EZ;51420;51420;2011;Sedan;CHEVROLET;CRUZE;1800;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
CZDG-89;9;18-08-2021;2021;Pagado Internet;Total;CT050028911;RIO IBA¥EZ;RIO IBA¥EZ;25489;27757;2011;CAMIONETA;CHEVROLET;D-MAX;3000;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;CZDG-89;9;18-08-2021;NULL;Pagado Internet;Total;CT050028911;RIO IBA¥EZ;RIO IBA¥EZ;25489;27757;2011;CAMIONETA;CHEVROLET;D-MAX;3000;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
CZGJ-53;1;30-03-2021;2021;Pagado Internet;Total;CT166004811;CHILE CHICO;RIO IBA¥EZ;25489;25489;2011;CAMIONETA;MITSUBISHI;L200;2500;Equi;Di‚s;Mec;0;CHILE CHICO;31-03-2022;;;CZGJ-53;1;30-03-2021;NULL;Pagado Internet;Total;CT166004811;CHILE CHICO;RIO IBA¥EZ;25489;25489;2011;CAMIONETA;MITSUBISHI;L200;2500;Equi;Di‚s;Mec;0;CHILE CHICO;31-03-2022
CZHJ-63;4;30-03-2021;2021;Pagado Internet;Total;CT079015411;¥U¥OA;RIO IBA¥EZ;82571;82571;2011;CAMIONETA;FORD;RANGER;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;CZHJ-63;4;30-03-2021;NULL;Pagado Internet;Total;CT079015411;¥U¥OA;RIO IBA¥EZ;82571;82571;2011;CAMIONETA;FORD;RANGER;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
CZYS-65;6;19-03-2021;2021;Pagado Internet;Total;SD050025311;¥U¥OA;RIO IBA¥EZ;27938;27938;2011;Sedan;CHEVROLET;AVEO;1400;Equi;Benc;Mec;0;VITACURA;31-03-2022;;;CZYS-65;6;19-03-2021;NULL;Pagado Internet;Total;SD050025311;¥U¥OA;RIO IBA¥EZ;27938;27938;2011;Sedan;CHEVROLET;AVEO;1400;Equi;Benc;Mec;0;VITACURA;31-03-2022
CZZC-31;0;22-03-2021;2021;Pagado Internet;Total;CT176027411;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2011;CAMIONETA;NISSAN;TERRANO 4X2 SIN PICK UP;2400;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;CZZC-31;0;22-03-2021;NULL;Pagado Internet;Total;CT176027411;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2011;CAMIONETA;NISSAN;TERRANO 4X2 SIN PICK UP;2400;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
DB-2864;6;15-03-2021;2021;Pagado Internet;Total;CT176000189;HUECHURABA;RIO IBA¥EZ;25489;25489;1989;CAMIONETA;NISSAN;C/S;3000;NORM;DIES;MEC;0;HUECHURABA;31-03-2022;;;DB-2864;6;15-03-2021;NULL;Pagado Internet;Total;CT176000189;HUECHURABA;RIO IBA¥EZ;25489;25489;1989;CAMIONETA;NISSAN;C/S;3000;NORM;DIES;MEC;0;HUECHURABA;31-03-2022
DBCV-67;K;31-03-2021;2021;Pagado Internet;Total;CT132004305;RIO IBA¥EZ;RIO IBA¥EZ;29153;25489;2005;CAMIONETA;KIA MOTORS;FRONTIER II 3.0 CH / CB;3000;Norm;Dies;Mec;0;RIO IBA¥EZ;31-03-2022;;;DBCV-67;K;31-03-2021;NULL;Pagado Internet;Total;CT132004305;RIO IBA¥EZ;RIO IBA¥EZ;29153;25489;2005;CAMIONETA;KIA MOTORS;FRONTIER II 3.0 CH / CB;3000;Norm;Dies;Mec;0;RIO IBA¥EZ;31-03-2022
DBCV-85;8;31-03-2021;2021;Pagado Internet;Total;SU176017805;COYHAIQUE;RIO IBA¥EZ;30523;25489;2005;STATION WAGON;NISSAN;AD VAN 2.5;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;DBCV-85;8;31-03-2021;NULL;Pagado Internet;Total;SU176017805;COYHAIQUE;RIO IBA¥EZ;30523;25489;2005;STATION WAGON;NISSAN;AD VAN 2.5;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
DBPZ-10;0;31-03-2021;2021;Pagado Internet;Total;SD227015711;COYHAIQUE;RIO IBA¥EZ;25489;25489;2011;AUTOMOVIL;SUBARU;IMPREZA;2000;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;DBPZ-10;0;31-03-2021;NULL;Pagado Internet;Total;SD227015711;COYHAIQUE;RIO IBA¥EZ;25489;25489;2011;AUTOMOVIL;SUBARU;IMPREZA;2000;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
DBYG-45;1;04-06-2021;2021;Pagado Internet;Total;CT235011611;RIO IBA¥EZ;RIO IBA¥EZ;28571;30125;2011;CAMIONETA;TOYOTA;HILUX;2500;Equi;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;DBYG-45;1;04-06-2021;NULL;Pagado Internet;Total;CT235011611;RIO IBA¥EZ;RIO IBA¥EZ;28571;30125;2011;CAMIONETA;TOYOTA;HILUX;2500;Equi;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
DBZB-68;0;30-03-2021;2021;Pagado Internet;Total;HB050011511;CHILE CHICO;RIO IBA¥EZ;25489;25489;2011;AUTOMOVIL;CHEVROLET;SPARK LITE HB 1.0 MT;1000;Equi;Benc;Mec;0;CHILE CHICO;31-03-2022;;;DBZB-68;0;30-03-2021;NULL;Pagado Internet;Total;HB050011511;CHILE CHICO;RIO IBA¥EZ;25489;25489;2011;AUTOMOVIL;CHEVROLET;SPARK LITE HB 1.0 MT;1000;Equi;Benc;Mec;0;CHILE CHICO;31-03-2022
DCLD-79;3;30-03-2021;2021;Pagado Internet;Total;CT166004511;COYHAIQUE;RIO IBA¥EZ;25489;25489;2011;CAMIONETA;MITSUBISHI;L200;2500;Norm;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;DCLD-79;3;30-03-2021;NULL;Pagado Internet;Total;CT166004511;COYHAIQUE;RIO IBA¥EZ;25489;25489;2011;CAMIONETA;MITSUBISHI;L200;2500;Norm;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
DCXR-78;8;31-03-2021;2021;Pagado Internet;Total;HB132003211;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2011;AUTOMOVIL;KIA MOTORS;MORNING;1100;Equi;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;DCXR-78;8;31-03-2021;NULL;Pagado Internet;Total;HB132003211;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2011;AUTOMOVIL;KIA MOTORS;MORNING;1100;Equi;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
DDCB-62;2;31-03-2021;2021;Pagado Internet;Total;SD111003900;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2000;AUTOMOVIL;HYUNDAI;ELANTRA 1.8 GLS;1800;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;DDCB-62;2;31-03-2021;NULL;Pagado Internet;Total;SD111003900;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2000;AUTOMOVIL;HYUNDAI;ELANTRA 1.8 GLS;1800;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
DDCB-68;1;16-04-2021;2021;Pagado Internet;Total;HB229011011;RIO IBA¥EZ;RIO IBA¥EZ;25489;25923;2011;AUTOMOVIL;SUZUKI;ALTO 800 GL2;800;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;DDCB-68;1;16-04-2021;NULL;Pagado Internet;Total;HB229011011;RIO IBA¥EZ;RIO IBA¥EZ;25489;25923;2011;AUTOMOVIL;SUZUKI;ALTO 800 GL2;800;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
DDDX-54;5;30-03-2021;2021;Pagado Internet;Total;SU121003111;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2011;STATION WAGON;JEEP;PATRIOT SPORT;2400;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;DDDX-54;5;30-03-2021;NULL;Pagado Internet;Total;SU121003111;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2011;STATION WAGON;JEEP;PATRIOT SPORT;2400;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
DDKH-77;5;15-03-2021;2021;Pagado Internet;Total;VN166004511;COYHAIQUE;RIO IBA¥EZ;36970;36970;2011;STATION WAGON;MITSUBISHI;MONTERO;3200;Full;Di‚s;Mec;0;COYHAIQUE;31-03-2022;;;DDKH-77;5;15-03-2021;NULL;Pagado Internet;Total;VN166004511;COYHAIQUE;RIO IBA¥EZ;36970;36970;2011;STATION WAGON;MITSUBISHI;MONTERO;3200;Full;Di‚s;Mec;0;COYHAIQUE;31-03-2022
DDKJ-88;7;31-03-2021;2021;Pagado Internet;Total;SU229023811;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2011;STATION WAGON;SUZUKI;GRAND VITARA GLX;1600;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;DDKJ-88;7;31-03-2021;NULL;Pagado Internet;Total;SU229023811;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2011;STATION WAGON;SUZUKI;GRAND VITARA GLX;1600;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
DDWR-66;3;27-05-2021;2021;Pagado Internet;Total;SU079005611;RIO IBA¥EZ;RIO IBA¥EZ;28571;29604;2011;STATION WAGON;FORD;ESCAPE;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;DDWR-66;3;27-05-2021;NULL;Pagado Internet;Total;SU079005611;RIO IBA¥EZ;RIO IBA¥EZ;28571;29604;2011;STATION WAGON;FORD;ESCAPE;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
DF-5123;4;06-04-2021;2021;Pagado Internet;Total;CT235001691;RIO IBA¥EZ;RIO IBA¥EZ;25489;25923;1991;CAMIONETA;TOYOTA;HILUX;1800;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;DF-5123;4;06-04-2021;NULL;Pagado Internet;Total;CT235001691;RIO IBA¥EZ;RIO IBA¥EZ;25489;25923;1991;CAMIONETA;TOYOTA;HILUX;1800;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
DFCY-11;7;25-06-2021;2021;Pagado Internet;Total;HB032001011;LAS CONDES;RIO IBA¥EZ;80319;84689;2011;AUTOMOVIL;B.M.W;116;1600;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;DFCY-11;7;25-06-2021;NULL;Pagado Internet;Total;HB032001011;LAS CONDES;RIO IBA¥EZ;80319;84689;2011;AUTOMOVIL;B.M.W;116;1600;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
DFPV-95;8;31-03-2021;2021;Pagado Internet;Total;SU079005611;COYHAIQUE;RIO IBA¥EZ;28571;28571;2011;STATION WAGON;FORD;ESCAPE XLT 4X4;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;DFPV-95;8;31-03-2021;NULL;Pagado Internet;Total;SU079005611;COYHAIQUE;RIO IBA¥EZ;28571;28571;2011;STATION WAGON;FORD;ESCAPE XLT 4X4;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
DFS-033;2;30-03-2021;2021;Pagado Internet;Total;MT032015516;COYHAIQUE;RIO IBA¥EZ;42031;42031;2016;Moto;B.M.W;F;800;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;DFS-033;2;30-03-2021;NULL;Pagado Internet;Total;MT032015516;COYHAIQUE;RIO IBA¥EZ;42031;42031;2016;Moto;B.M.W;F;800;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
DFVZ-84;5;31-03-2021;2021;Pagado Internet;Total;SD050026711;COYHAIQUE;RIO IBA¥EZ;25675;25489;2011;AUTOMOVIL;CHEVROLET;SAIL;1400;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;DFVZ-84;5;31-03-2021;NULL;Pagado Internet;Total;SD050026711;COYHAIQUE;RIO IBA¥EZ;25675;25489;2011;AUTOMOVIL;CHEVROLET;SAIL;1400;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
DG-4347;3;31-03-2021;2021;Pagado Internet;Total;CT176002391;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;1991;CAMIONETA;NISSAN;D/C SIN VERSION;2000;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;DG-4347;3;31-03-2021;NULL;Pagado Internet;Total;CT176002391;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;1991;CAMIONETA;NISSAN;D/C SIN VERSION;2000;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
DGHS-73;1;22-03-2021;2021;Pagado Internet;Total;CT166004511;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2011;CAMIONETA;MITSUBISHI;L200;2500;Norm;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;DGHS-73;1;22-03-2021;NULL;Pagado Internet;Total;CT166004511;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2011;CAMIONETA;MITSUBISHI;L200;2500;Norm;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
DGKF-42;9;30-03-2021;2021;Pagado Internet;Total;CT160010011;PUERTO VARAS;RIO IBA¥EZ;79193;79193;2011;CAMIONETA;MAZDA;BT50;2500;Full;Di‚s;Mec;0;PROVIDENCIA;31-03-2022;;;DGKF-42;9;30-03-2021;NULL;Pagado Internet;Total;CT160010011;PUERTO VARAS;RIO IBA¥EZ;79193;79193;2011;CAMIONETA;MAZDA;BT50;2500;Full;Di‚s;Mec;0;PROVIDENCIA;31-03-2022
DGPR-30;9;30-03-2021;2021;Pagado Internet;Total;HB162001911;GRANEROS;RIO IBA¥EZ;89528;89528;2011;AUTOMOVIL;MERCEDES BENZ;B;2000;Full;Benc;Aut;0;RANCAGUA;31-03-2022;;;DGPR-30;9;30-03-2021;NULL;Pagado Internet;Total;HB162001911;GRANEROS;RIO IBA¥EZ;89528;89528;2011;AUTOMOVIL;MERCEDES BENZ;B;2000;Full;Benc;Aut;0;RANCAGUA;31-03-2022
DGSR-93;3;07-04-2021;2021;Pagado Internet;Total;SU229023811;PROVIDENCIA;RIO IBA¥EZ;48605;49433;2011;STATION WAGON;SUZUKI;GRAND VITARA;1600;Full;Benc;Mec;0;LA FLORIDA;31-03-2022;;;DGSR-93;3;07-04-2021;NULL;Pagado Internet;Total;SU229023811;PROVIDENCIA;RIO IBA¥EZ;48605;49433;2011;STATION WAGON;SUZUKI;GRAND VITARA;1600;Full;Benc;Mec;0;LA FLORIDA;31-03-2022
DGXF-18;0;31-03-2021;2021;Pagado Internet;Total;CT176019511;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2011;CAMIONETA;NISSAN;TERRANO DX 4X4;2400;Equi;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;DGXF-18;0;31-03-2021;NULL;Pagado Internet;Total;CT176019511;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2011;CAMIONETA;NISSAN;TERRANO DX 4X4;2400;Equi;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
DHGV-12;1;06-09-2021;2021;Pagado Internet;2da. Cuota;SD050024412;CONCHALI;RIO IBA¥EZ;202675;106818;2012;AUTOMOVIL;CHEVROLET;CAMARO;6200;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;DHGV-12;1;06-09-2021;NULL;Pagado Internet;2da. Cuota;SD050024412;CONCHALI;RIO IBA¥EZ;202675;106818;2012;AUTOMOVIL;CHEVROLET;CAMARO;6200;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
DHJG-37;8;12-05-2021;2021;Pagado Internet;Total;CT225001611;COYHAIQUE;RIO IBA¥EZ;26038;26980;2011;CAMIONETA;SSANGYONG;A.SPORTS;2000;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;DHJG-37;8;12-05-2021;NULL;Pagado Internet;Total;CT225001611;COYHAIQUE;RIO IBA¥EZ;26038;26980;2011;CAMIONETA;SSANGYONG;A.SPORTS;2000;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
DHJW-35;8;15-03-2021;2021;Pagado Internet;Total;CT160006405;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2005;CAMIONETA;MAZDA;B2500;2500;Norm;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;DHJW-35;8;15-03-2021;NULL;Pagado Internet;Total;CT160006405;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2005;CAMIONETA;MAZDA;B2500;2500;Norm;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
DHJW-90;0;06-04-2021;2021;Pagado Internet;Total;SD050026512;COYHAIQUE;RIO IBA¥EZ;25489;25923;2012;AUTOMOVIL;CHEVROLET;SAIL;1400;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;DHJW-90;0;06-04-2021;NULL;Pagado Internet;Total;SD050026512;COYHAIQUE;RIO IBA¥EZ;25489;25923;2012;AUTOMOVIL;CHEVROLET;SAIL;1400;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
DHJW-98;6;31-03-2021;2021;Pagado Internet;Total;CT166004312;COYHAIQUE;RIO IBA¥EZ;34624;34624;2012;CAMIONETA;MITSUBISHI;L200 D/C TD DAKAR CRS MT 4X4;2500;Full;Dies;Mec;0;RIO IBA¥EZ;31-03-2022;;;DHJW-98;6;31-03-2021;NULL;Pagado Internet;Total;CT166004312;COYHAIQUE;RIO IBA¥EZ;34624;34624;2012;CAMIONETA;MITSUBISHI;L200 D/C TD DAKAR CRS MT 4X4;2500;Full;Dies;Mec;0;RIO IBA¥EZ;31-03-2022
DHJX-43;5;08-03-2021;2021;Pagado Internet;Total;CT091002712;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2012;CAMIONETA;GREAT WALL;WINGLE5;2000;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;DHJX-43;5;08-03-2021;NULL;Pagado Internet;Total;CT091002712;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;2012;CAMIONETA;GREAT WALL;WINGLE5;2000;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
DHPY-52;2;15-03-2021;2021;Pagado Internet;Total;CT243002112;COYHAIQUE;RIO IBA¥EZ;43350;43350;2012;CAMIONETA;VOLKSWAGEN;AMAROK;2000;Full;Di‚s;Mec;1000;RIO IBA¥EZ;31-03-2022;;;DHPY-52;2;15-03-2021;NULL;Pagado Internet;Total;CT243002112;COYHAIQUE;RIO IBA¥EZ;43350;43350;2012;CAMIONETA;VOLKSWAGEN;AMAROK;2000;Full;Di‚s;Mec;1000;RIO IBA¥EZ;31-03-2022
DHWY-83;5;06-04-2021;2021;Pagado Internet;Total;HB176004012;LAS CONDES;RIO IBA¥EZ;39785;40382;2012;AUTOMOVIL;NISSAN;TIIDA;1600;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;DHWY-83;5;06-04-2021;NULL;Pagado Internet;Total;HB176004012;LAS CONDES;RIO IBA¥EZ;39785;40382;2012;AUTOMOVIL;NISSAN;TIIDA;1600;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
DJDW-80;6;20-09-2021;2021;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;78242;78242;2012;TRACTOCAMION;FREIGHTLIN;M2 112;NULL;NORM;DIES;MEC;27000;RIO IBA¥EZ;30-09-2022;;;DJDW-80;6;20-09-2021;NULL;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;78242;78242;2012;TRACTOCAMION;FREIGHTLIN;M2 112;NULL;NORM;DIES;MEC;27000;RIO IBA¥EZ;30-09-2022
